股票代码,股票名称,买入信号,评分,图表路径
600137,浪莎股份,"放量上涨: 量比3.12, 涨幅3.39%; 突破20日前高",30,results/600137_浪莎股份_analysis.png
600151,航天机电,RSI值为42.68，处于低位回升阶段; KDJ低位金叉,30,results/600151_航天机电_analysis.png
600159,大龙地产,"RSI值为31.50，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.55, 涨幅2.89%",50,results/600159_大龙地产_analysis.png
600168,武汉控股,"放量上涨: 量比1.56, 涨幅9.96%; 突破20日前高",30,results/600168_武汉控股_analysis.png
600169,太原重工,"放量上涨: 量比4.17, 涨幅1.03%; 突破20日前高",30,results/600169_太原重工_analysis.png
600198,大唐电信,RSI值为30.36，处于低位回升阶段; KDJ低位金叉,30,results/600198_大唐电信_analysis.png
600202,哈空调,"放量上涨: 量比1.53, 涨幅1.80%; 突破20日前高",30,results/600202_哈空调_analysis.png
600207,安彩高科,RSI值为45.24，处于低位回升阶段; KDJ低位金叉,30,results/600207_安彩高科_analysis.png
600272,开开实业,"MA金叉形成; 放量上涨: 量比2.52, 涨幅1.15%",35,results/600272_开开实业_analysis.png
600280,中央商场,RSI值为50.00，处于低位回升阶段; MACD金叉形成,35,results/600280_中央商场_analysis.png
600293,三峡新材,"放量上涨: 量比2.73, 涨幅10.00%; 突破20日前高",30,results/600293_三峡新材_analysis.png
600337,美克家居,RSI值为46.67，处于低位回升阶段; KDJ低位金叉,30,results/600337_美克家居_analysis.png
